time,layout,data
2023/07/03 16:50:57.958479964,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:58.58478717,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:58.158495112,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:58.258479257,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:58.358514439,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:58.458449252,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:58.558474733,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:58.658468186,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:58.758483521,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:58.858482801,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:58.958455307,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:59.58465143,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:59.158482671,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:59.258434077,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:59.358489356,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:59.458500985,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:59.558465574,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:59.658475640,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:59.758482468,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:59.858485391,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:50:59.958507329,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:00.58432235,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:00.158558742,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:00.258428584,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:00.358492512,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:00.458525413,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:00.558466619,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:00.658497835,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:00.758502723,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:00.858510545,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:00.958473322,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:01.58471888,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:01.158465625,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:01.258423004,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:01.358458720,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:01.458487784,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:01.558469418,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:01.658504473,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:01.758419172,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:01.858419793,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:01.958492118,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:02.58433818,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:02.158474825,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:02.258438450,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:02.358473374,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:02.458435253,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:02.558496588,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:02.658487452,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:02.758478255,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:02.856515184,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:02.957402163,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:03.58538661,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:03.158363162,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:03.258583889,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:03.358593356,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:03.458519258,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:03.558598088,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:03.658588202,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:03.758569989,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:03.858561745,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:03.958588116,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:04.58451041,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:04.158485430,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:04.258525649,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:04.358695412,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:04.458426269,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:04.558422464,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:04.658456022,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:04.758458439,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:04.858435028,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:04.958414262,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:05.58553718,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:05.158440912,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:05.258513276,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:05.358428044,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:05.458467292,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:05.558451427,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:05.658446001,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:05.758730831,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:05.858442904,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:05.958497702,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:06.58506803,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:06.158755266,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:06.258481598,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:06.358414807,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:06.456676234,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:06.556673905,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:06.659000938,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:06.758991727,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:06.858803758,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:06.958432246,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:07.58439747,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:07.158461875,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:07.258453998,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:07.358436683,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:07.458445888,"{'dim': [], 'data_offset': 0}",[]
